CATE,bedrooms,halls,AREA,floor,subway,school,price
丰台,1,1,54.68,middle,0,0,3.0176
丰台,1,1,65,middle,0,0,3
丰台,1,2,76,low,0,0,3
丰台,1,2,76,middle,0,0,2.8948
丰台,1,1,65,middle,0,0,2.8462
朝阳,2,1,89.82,low,1,0,7.1254
朝阳,1,2,67.81,middle,1,0,7.0787
朝阳,3,2,170.4,middle,1,0,7.0423
朝阳,1,1,67.26,high,1,0,6.9581
朝阳,3,2,160,low,1,0,6.875
朝阳,2,2,94.99,middle,1,0,6.7376
朝阳,1,1,68.28,low,1,0,6.737
朝阳,2,2,105.21,middle,1,0,6.6534
朝阳,2,2,123,middle,1,0,6.5854
朝阳,2,2,105.21,middle,1,0,6.5584
朝阳,3,2,160.82,high,1,0,6.5291
朝阳,3,2,160.82,middle,1,0,6.5291
朝阳,3,2,197,middle,1,0,6.3452
朝阳,2,2,111.38,high,1,0,6.2848
朝阳,2,1,110,middle,1,0,6.2728
朝阳,2,1,110.15,middle,1,0,6.2642
朝阳,2,2,119.97,middle,1,0,6.2516
朝阳,3,2,187.16,high,1,0,6.1445
朝阳,3,2,191.97,middle,1,0,6.0427
朝阳,2,2,122.02,middle,1,0,5.8352
丰台,1,0,66,high,1,0,4.3182
朝阳,2,2,112.5,low,0,0,5.6889
海淀,2,2,97.88,high,0,0,6.743
海淀,3,2,164.9,middle,0,0,6.6708
海淀,2,1,82.39,middle,0,0,6.6635
海淀,3,2,130.04,low,0,0,6.4596
海淀,3,1,164.9,high,0,0,5.943
海淀,2,1,69.89,low,1,1,4.4356
海淀,1,1,56.9,high,1,0,4.3058
海淀,2,1,73.24,high,1,0,4.301
海淀,1,1,56.19,high,1,0,4.1823
海淀,2,1,75.3,high,1,0,4.1169
海淀,1,1,56.9,high,1,0,4.0422
朝阳,3,2,144.55,middle,1,1,6.4338
朝阳,3,1,90.36,high,0,1,8.4109
朝阳,2,2,91,low,0,1,8.2418
朝阳,3,2,181.8,high,0,1,6.8757
朝阳,2,2,89,middle,0,1,6.5169
朝阳,2,2,88.82,middle,0,1,6.4175
朝阳,2,2,89.16,low,0,1,6.337
朝阳,2,2,89,low,0,1,6.2922
朝阳,2,1,86.7,middle,0,1,6.2284
朝阳,2,2,90.85,middle,0,1,6.2191
朝阳,2,2,86.32,low,0,1,6.1632
朝阳,2,1,90,middle,0,1,6.1112
朝阳,2,2,89.09,middle,0,1,6.0052
海淀,3,1,137,middle,1,0,5.4745
海淀,2,1,107.85,low,1,0,5.0997
西城,2,1,62,middle,1,1,7.7097
西城,2,1,66.3,middle,1,1,7.5415
西城,2,0,66.3,middle,1,1,7.4963
朝阳,1,1,48.39,middle,1,0,5.2697
海淀,2,1,111,low,1,0,7.2073
丰台,2,1,100,low,1,0,6.5
丰台,3,3,124.29,low,1,0,4.7068
丰台,2,2,98.34,low,1,0,4.3726
丰台,3,2,123,middle,1,0,4.1057
丰台,2,2,102.83,low,1,0,4.0845
丰台,2,2,100.2,middle,1,0,4.042
丰台,2,2,99.93,middle,1,0,4.0029
丰台,2,2,99.96,high,1,0,4.0017
丰台,2,2,100.66,high,1,0,3.9738
丰台,2,2,103.3,high,1,0,3.9691
丰台,3,1,116,low,1,0,3.9656
丰台,3,2,119.82,middle,1,0,3.9643
丰台,2,2,103,middle,1,0,3.9321
丰台,2,2,102.09,middle,1,0,3.8888
丰台,2,2,106.08,high,1,0,3.8651
丰台,3,2,119.82,low,1,0,3.8391
丰台,3,2,122,high,1,0,3.6476
丰台,3,2,122,high,1,0,3.6066
丰台,2,1,93.21,low,1,0,4.2914
丰台,2,1,94.08,low,1,0,4.2518
丰台,3,2,117.42,low,1,0,4.2157
丰台,1,1,61.52,middle,1,0,4.1125
丰台,2,2,89.58,low,1,0,4.0188
丰台,2,2,103,low,1,0,3.9806
丰台,2,2,101.55,high,1,0,3.939
丰台,3,2,117,middle,1,0,3.9317
丰台,2,1,96.69,high,1,0,3.9301
丰台,3,2,125,low,1,0,3.92
丰台,2,2,100,low,1,0,3.9
丰台,2,1,103,middle,1,0,3.8835
丰台,2,2,99.56,middle,1,0,3.8671
丰台,3,2,117,middle,1,0,3.8462
丰台,1,1,64,high,1,0,3.8438
丰台,2,1,81.19,high,1,0,3.8183
丰台,2,2,103.47,high,1,0,3.7499
丰台,2,2,99,middle,1,0,3.7374
丰台,3,2,117,low,1,0,3.718
丰台,2,1,97.62,low,1,0,3.6878
丰台,2,2,98.57,middle,1,0,3.6827
丰台,2,2,101,middle,1,0,3.6634
丰台,2,1,93,low,1,0,3.656
丰台,1,1,63.59,low,1,0,3.617
丰台,2,1,93.21,high,1,0,3.5941
丰台,3,2,117,high,1,0,3.5898
丰台,2,1,98.02,low,1,0,3.5707
丰台,3,2,118,middle,1,0,3.5594
丰台,2,1,95,high,1,0,3.2632
丰台,2,2,91.42,low,1,0,3.1175
丰台,3,2,109,low,1,0,4.5872
丰台,2,2,90.35,low,1,0,4.4273
丰台,2,1,99,low,1,0,4.3435
丰台,1,0,57,high,1,0,4.2983
丰台,2,2,99,middle,1,0,4.2425
丰台,3,2,125,high,1,0,4.224
丰台,1,1,57,middle,1,0,4.1755
丰台,1,1,53,low,1,0,4.151
丰台,2,1,112,high,1,0,4.1072
丰台,2,2,103,low,1,0,4.0777
丰台,1,1,66.5,high,1,0,4.0602
丰台,3,2,122,high,1,0,4.0164
丰台,1,1,52.49,high,1,0,4.0008
丰台,3,2,125,high,1,0,4
丰台,2,2,112.37,low,1,0,3.9869
丰台,2,1,107.75,middle,1,0,3.9722
丰台,1,1,54.42,low,1,0,3.9508
丰台,3,1,112,middle,1,0,3.9197
丰台,1,1,64.99,middle,1,0,3.8468
丰台,2,2,101,low,1,0,3.8119
丰台,1,1,74.87,high,1,0,3.8066
丰台,1,1,52.6,high,1,0,3.8023
丰台,2,2,97,middle,1,0,3.7629
丰台,2,2,113.4,middle,1,0,3.6156
朝阳,2,1,72,high,1,0,3.9584
西城,3,1,70.7,low,1,0,10.0425
西城,1,1,47.9,middle,1,1,10.4385
西城,2,2,74.2,high,1,1,10.31
西城,3,1,91.2,middle,1,1,9.5395
西城,2,1,71.8,middle,1,1,8.6351
西城,2,1,58.7,high,1,1,9.8808
西城,3,1,71.1,low,1,1,9.775
西城,2,1,56.3,high,1,1,9.5027
西城,2,1,58.7,middle,1,1,9.3697
西城,2,1,56.3,low,1,1,9.2718
西城,3,1,85,middle,1,1,9.7648
西城,2,1,67.5,low,1,1,9.6297
西城,3,1,79.8,low,1,1,9.3985
西城,2,1,59.7,low,1,1,9.3803
西城,2,1,54.5,middle,1,1,9.0826
西城,1,1,61.3,middle,1,1,8.956
西城,3,1,89,low,1,1,8.9326
西城,2,1,66.44,high,1,1,8.7297
西城,1,1,51.7,low,1,1,9.6712
西城,2,1,63.3,high,1,1,9.2418
西城,2,1,63,high,1,1,9.2064
西城,2,1,63,high,1,1,9
西城,2,1,63,high,1,1,8.7302
西城,3,1,109.1,high,1,1,9.3493
西城,2,1,97.4,low,1,1,9.035
西城,2,1,51,low,1,0,10.5883
西城,3,1,86,middle,1,0,9.8838
西城,1,1,57.45,low,1,0,9.2255
西城,2,0,61.8,low,1,0,8.8188
西城,5,1,140.1,high,1,0,8.494
西城,3,2,152.2,middle,1,1,7.8844
西城,4,1,140,middle,1,0,7.8572
西城,5,2,185,high,1,0,7.6757
西城,2,1,88,middle,1,0,11.7046
西城,1,1,53.3,middle,1,0,11.2196
西城,1,1,65.4,middle,1,0,10.7034
西城,1,1,65.4,low,1,1,10.5505
西城,3,1,116.7,low,1,0,10.2828
西城,3,1,117.6,middle,1,0,10.1191
西城,3,1,116.7,low,1,0,10.0258
西城,3,2,117.6,low,1,0,9.8215
西城,2,1,84.4,low,1,0,9.4787
西城,2,1,84.3,low,1,0,9.2527
西城,2,1,81.56,middle,1,0,10.9981
西城,3,1,131.06,low,1,0,10.6746
西城,2,1,101.38,high,1,0,10.1598
西城,2,1,101.38,high,1,0,9.8639
西城,3,1,63.8,high,1,1,9.7179
西城,1,1,43,high,1,1,9.1861
西城,3,1,83.3,high,1,0,8.2834
海淀,3,1,101.07,high,1,1,7.3217
海淀,5,0,127.69,middle,1,1,7.2833
西城,3,1,84.6,low,1,0,11.2294
西城,1,1,43.8,middle,1,0,10.959
西城,2,1,52.2,high,1,0,10.9196
西城,2,1,71.5,middle,1,0,10.7693
西城,3,1,68.3,middle,1,0,10.4686
西城,4,1,133.5,low,1,0,10.1124
西城,4,2,165,middle,1,0,10
西城,2,0,69,middle,1,0,10
西城,2,1,59.7,middle,1,0,10
西城,2,1,53.3,low,1,1,9.4935
西城,3,0,66.6,middle,1,1,9.0841
西城,2,1,51,low,1,1,7.2942
西城,2,1,71.9,high,1,0,10.8485
西城,2,1,71.9,low,1,0,9.8749
西城,2,1,76.3,low,1,0,11.2713
西城,2,1,105.5,high,1,0,11.2607
西城,2,1,76.3,middle,1,0,11.1403
西城,2,1,76.3,high,1,0,11.0748
西城,1,1,66.4,low,1,1,10.994
西城,1,1,66.5,high,1,1,10.9775
西城,2,1,105.5,high,1,0,10.9005
西城,3,1,165.2,middle,1,0,13.0146
西城,2,1,99.9,high,1,0,12.993
西城,3,1,118,high,1,1,12.7119
西城,1,1,68.91,high,1,0,10.9999
朝阳,2,1,66.89,low,1,1,6.9817
丰台,4,2,186.6,high,0,0,3.805
西城,2,1,58.12,high,1,0,8.5169
西城,1,1,42.52,low,1,1,8.4667
西城,2,1,58.23,high,1,0,7.8139
丰台,2,1,103.47,high,1,0,4.6874
丰台,2,1,75.21,low,1,0,4.3878
丰台,2,1,89.72,middle,1,0,3.9011
丰台,3,2,154,middle,1,0,3.8832
丰台,2,1,122,middle,1,0,3.6886
丰台,1,1,48,low,1,0,3.6459
丰台,5,3,230.74,low,1,0,3.0338
东城,2,1,89.69,low,1,1,7.5817
东城,1,1,67.02,low,1,1,7.4904
东城,1,1,88,high,1,1,6.6819
东城,2,1,107,high,1,1,5.8879
东城,3,0,46.9,low,1,0,14.9254
西城,2,1,57,high,1,0,8.4211
西城,1,1,40,middle,1,0,7.5
西城,2,1,52.87,middle,1,0,6.9038
西城,2,1,71,middle,1,0,6.4789
海淀,1,1,39.5,middle,1,0,8.8608
海淀,2,1,52,high,1,0,7.7885
海淀,2,1,51.7,low,1,0,7.737
海淀,2,0,51.7,low,1,0,7.6403
海淀,2,1,54.19,middle,1,0,7.566
海淀,3,1,61.5,middle,1,0,7.3171
海淀,2,3,97,high,1,0,7.1959
海淀,2,1,60.31,low,1,0,7.1299
海淀,3,0,60.31,low,1,0,7.1299
海淀,2,1,56,high,1,0,7.125
海淀,4,0,69,high,1,0,7.029
海淀,2,1,58.27,high,1,0,6.7788
海淀,2,1,67,middle,1,0,6.5672
海淀,2,1,66.77,low,1,0,6.2903
西城,1,1,36.4,middle,1,0,7.6924
西城,3,1,56.62,middle,1,0,7.0647
西城,2,1,97,high,1,0,5.5464
西城,2,1,91.97,high,1,0,5.3279
东城,2,1,51,middle,0,0,5.0981
朝阳,2,1,60.86,high,1,0,5.5373
朝阳,2,1,62.2,low,1,0,5.4663
海淀,3,1,123.73,high,1,0,4.5907
东城,3,1,170,low,1,0,8.8236
东城,3,1,100.05,low,1,0,8.7957
东城,2,1,74.5,low,1,0,10.6041
东城,2,1,79.6,high,1,0,4.1458
海淀,3,1,59.1,middle,1,0,5.0424
朝阳,3,2,151,low,1,0,5.9603
朝阳,2,1,96.33,low,1,0,5.9172
海淀,3,2,177.44,high,1,1,9.299
海淀,2,1,134.9,high,1,1,9.2662
海淀,3,2,217.77,middle,1,1,8.2657
海淀,3,2,175,middle,1,1,8
海淀,3,1,153.32,low,1,1,7.7616
海淀,3,2,219.31,low,1,1,7.478
朝阳,2,2,117.28,middle,1,0,6.2245
朝阳,3,2,188.64,low,1,0,5.3012
朝阳,4,2,187.16,low,1,0,7.1063
朝阳,3,2,141.52,high,1,0,6.7129
朝阳,5,3,253,low,1,0,5.5336
海淀,1,1,44.8,low,1,1,12.5001
海淀,1,1,45,low,1,1,12.3334
海淀,2,1,58,high,1,1,10.8621
海淀,2,1,58.7,middle,1,1,10.7326
海淀,2,1,59.5,high,1,1,10.5883
海淀,2,1,60,low,1,1,10.5
海淀,3,1,73.6,high,1,1,10.1903
海淀,2,1,62,low,1,1,10.1613
海淀,3,1,71,low,1,1,10.1409
海淀,3,1,74,middle,1,1,10.1352
海淀,2,1,62,low,1,1,10.0807
海淀,2,1,62.4,high,1,1,10.0642
海淀,3,1,79,middle,1,1,9.4937
海淀,3,1,79.8,middle,1,1,9.2732
海淀,2,2,93.4,low,1,1,8.7795
海淀,3,2,123.7,middle,1,1,7.7203
海淀,3,2,149,high,1,1,6.3759
海淀,4,2,177.12,middle,1,1,6.2105
海淀,5,2,157.18,high,1,1,8.5889
海淀,4,2,197.86,high,1,1,7.3285
海淀,3,2,143,middle,1,1,6.9931
海淀,4,2,197.86,low,1,1,5.9133
海淀,2,1,78.18,middle,1,1,7.4188
海淀,3,1,121,low,1,1,6.9422
海淀,2,1,103.6,middle,1,1,6.4672
海淀,2,2,104,middle,1,1,6.25
海淀,2,1,99,middle,1,1,6.1617
海淀,3,1,130,middle,1,1,6
海淀,3,2,157,high,1,1,8.1529
海淀,4,2,164,middle,1,1,7.9269
海淀,2,1,114,middle,1,1,7.8948
海淀,2,1,114,high,1,1,7.7193
海淀,3,1,131,middle,1,1,7.71
海淀,2,1,114,middle,1,1,7.6755
海淀,2,2,116,high,1,1,7.5432
海淀,3,2,126,high,1,1,6.9048
海淀,4,2,181,middle,1,1,6.6299
海淀,3,2,156.15,high,1,1,6.4041
海淀,4,3,246.26,high,1,1,5.6039
海淀,5,2,258,high,1,1,5.4187
海淀,3,2,147.29,high,0,1,6.7894
海淀,4,2,248.29,high,0,1,4.8331
朝阳,1,1,78,low,0,0,4.6154
朝阳,3,2,147.03,high,0,0,4.4209
朝阳,2,1,79,low,0,0,4.4051
朝阳,1,1,80.04,middle,0,0,4.2479
朝阳,1,1,79.43,low,0,0,4.0917
朝阳,2,1,101,middle,0,0,4.01
朝阳,2,2,109,low,0,0,3.945
朝阳,2,1,92.27,high,0,0,3.8475
朝阳,2,2,122.56,middle,0,0,3.6717
朝阳,3,2,134.82,middle,0,0,3.6197
朝阳,3,2,138.69,middle,0,0,3.6052
朝阳,3,2,141.45,middle,0,0,3.1814
朝阳,2,1,91,middle,0,0,4.066
朝阳,2,1,78.77,middle,0,0,3.9102
朝阳,1,1,75.34,middle,0,0,3.8493
朝阳,1,1,74.77,middle,0,0,3.8117
朝阳,1,1,74.79,low,0,0,3.8107
朝阳,2,2,100.21,middle,0,0,3.7921
朝阳,2,1,106.66,high,0,0,3.7034
朝阳,3,1,98.5,middle,0,0,3.6143
西城,4,2,281.11,high,1,1,13.9803
西城,4,2,293,middle,1,1,12.9693
西城,4,2,293.98,middle,1,1,12.9261
西城,4,2,296,middle,1,1,11.4865
丰台,2,2,101.81,middle,1,0,5.4023
丰台,2,2,101.84,middle,1,0,5.4007
丰台,2,1,86.46,middle,1,0,5.3204
丰台,3,1,95.54,low,1,0,5.2335
丰台,3,1,96,middle,1,0,5.2084
丰台,3,1,97,high,1,0,5.0928
丰台,2,2,91,low,1,0,5.088
丰台,2,2,87.05,high,1,0,4.9972
丰台,3,1,96.99,middle,1,0,4.8975
丰台,2,1,82,high,1,0,4.8171
丰台,3,1,97,low,1,0,4.6392
丰台,2,1,89.2,middle,1,0,4.2601
朝阳,4,2,197.71,middle,1,1,7.5869
朝阳,3,2,147.15,low,1,1,7.4754
朝阳,2,2,109.56,high,1,1,7.2563
朝阳,3,2,171.8,high,1,1,6.9849
朝阳,2,2,104.23,low,1,1,6.8599
朝阳,4,2,213,high,1,1,8.4508
海淀,3,2,108,high,0,1,6.1112
海淀,2,2,109,low,0,1,6.0551
海淀,2,1,93,high,0,0,6.0216
海淀,2,2,108,middle,0,1,6.0186
海淀,2,1,94,high,0,0,5.8511
海淀,3,2,138.44,middle,0,0,5.6704
海淀,3,2,132,middle,0,1,5.5304
东城,3,2,152,middle,1,1,7.8948
东城,3,2,160,high,1,1,6.6875
东城,2,2,129.48,low,1,1,6.5648
东城,3,2,151,high,1,1,6.4901
东城,2,1,68.9,middle,1,1,7.9826
东城,1,1,42.92,low,1,1,7.8985
东城,2,1,84.3,middle,1,1,7.8055
东城,3,1,91.43,low,1,1,7.6562
东城,1,1,46,low,1,1,7.6087
东城,1,1,48.39,high,1,1,6.8196
东城,1,1,68.03,middle,1,1,6.5413
朝阳,2,1,80,middle,1,0,6.375
朝阳,2,1,110.16,low,1,0,6.3454
朝阳,2,1,103.55,low,1,0,6.2772
朝阳,4,2,202.09,middle,1,0,5.938
朝阳,2,2,115.46,middle,1,0,5.6297
朝阳,1,0,56.52,middle,1,0,5.131
朝阳,3,2,159,high,1,0,5.0315
海淀,2,1,54,low,1,0,8.3334
海淀,2,0,55.9,low,1,0,8.0501
朝阳,1,0,39.8,middle,1,0,4.2714
朝阳,1,2,74.85,high,1,0,3.6741
朝阳,2,1,66.7,middle,1,0,3.5983
朝阳,2,1,89.22,low,1,0,3.5306
朝阳,2,2,102,low,1,0,3.2844
朝阳,2,1,90,high,1,0,2.7556
海淀,1,1,62.65,low,1,1,7.9809
丰台,5,2,212.54,high,1,0,5.646
丰台,3,2,130.71,high,1,0,5.3554
丰台,2,1,83.52,high,1,0,5.1485
丰台,2,2,104.97,low,1,0,4.8109
丰台,2,2,104.28,high,1,0,4.7948
丰台,2,1,83,high,1,0,4.7591
丰台,3,2,127.06,high,1,0,4.5648
丰台,2,2,104.97,low,1,0,4.1727
丰台,2,2,101.8,low,1,0,3.8311
东城,4,1,124.95,middle,1,1,9.6039
朝阳,2,1,70.08,middle,1,1,7.1348
朝阳,3,1,81.31,middle,1,1,7.1332
朝阳,3,1,79.84,middle,1,1,6.8888
朝阳,1,1,40.77,middle,1,1,7.5546
朝阳,2,2,72,low,1,1,7.2917
朝阳,2,1,57.93,middle,1,1,6.8186
朝阳,2,1,57.29,middle,1,1,6.633
朝阳,2,1,63.51,high,1,1,5.9046
朝阳,1,1,39.89,high,1,1,7.5959
朝阳,2,1,67.54,middle,1,1,6.6628
朝阳,2,1,75,middle,1,1,6.4667
朝阳,2,1,57,low,1,1,7.7193
朝阳,1,1,45.3,middle,1,1,7.5056
朝阳,2,1,60.39,middle,1,1,7.4185
朝阳,2,1,60.42,middle,1,1,7.1997
朝阳,2,1,86.07,high,1,1,6.9944
朝阳,2,1,67,high,1,1,6.9403
朝阳,3,1,82.95,high,1,1,6.8717
朝阳,2,2,95.07,middle,1,1,6.6267
朝阳,2,1,86.37,high,1,1,6.4838
朝阳,3,1,86.5,high,1,1,6.474
朝阳,3,1,96.77,low,1,1,6.407
朝阳,3,1,94.27,low,1,1,6.2375
朝阳,2,1,89.47,high,1,1,6.1474
朝阳,3,2,97.63,high,1,1,6.1457
朝阳,3,1,119.45,middle,1,1,6.1114
朝阳,2,1,89.47,high,1,1,6.0915
朝阳,2,1,74.95,low,1,1,6.0708
朝阳,1,1,59.95,middle,1,1,6.0551
朝阳,2,1,83.47,low,1,1,5.9902
朝阳,1,1,64.4,high,1,1,5.6678
朝阳,4,2,118.36,high,1,1,5.4918
丰台,1,1,37.93,middle,1,0,4.2974
丰台,1,0,34.11,middle,1,0,3.9578
丰台,1,0,38,high,1,0,3.9474
丰台,1,0,43.75,low,1,0,3.8858
丰台,1,0,35,middle,1,0,3.8572
丰台,1,0,45,middle,1,0,3.8
丰台,1,0,48.05,high,1,0,3.538
丰台,1,0,57,middle,1,0,3.5088
丰台,1,0,58.37,high,1,0,3.4265
丰台,1,0,44,low,1,0,3.4091
朝阳,1,1,45.72,low,1,1,5.9056
西城,2,1,47.4,high,1,1,12.2363
西城,2,1,47.7,low,1,1,11.2998
西城,2,1,66,high,1,1,11.0607
西城,2,1,58,middle,0,1,10.6552
西城,2,1,47.7,high,1,1,10.5871
西城,2,1,50.6,low,1,1,10.3163
西城,2,1,58,low,0,1,10.2587
西城,2,1,58,high,0,1,9.8276
西城,2,1,58,high,0,1,9.3104
西城,2,1,50.6,high,1,1,9.2886
西城,2,1,66,middle,1,1,9.2122
西城,2,1,66.1,high,1,1,8.7746
西城,2,1,83.4,high,1,1,11.1511
西城,2,1,82,high,1,1,10
西城,2,1,95.5,high,1,1,9.9477
西城,3,1,116.7,high,1,1,9.8544
西城,2,1,56.4,high,1,1,9.7518
西城,2,1,82,low,1,1,9.6342
东城,1,1,35.16,low,1,0,11.0069
东城,1,0,34.6,middle,1,0,8.9596
东城,2,1,57.95,high,1,1,7.9379
西城,3,1,180.1,low,0,0,6.4964
西城,3,2,135.44,high,0,0,5.8255
西城,4,1,250,low,0,0,4.8
东城,2,1,112,high,1,0,4.6875
东城,1,1,59.6,high,1,0,4.5303
东城,1,1,64.08,high,1,0,4.5256
东城,2,1,111.6,middle,1,0,4.4624
东城,2,1,81.62,low,1,0,4.4107
东城,1,1,65,middle,1,0,3.8154
东城,1,0,64.82,low,1,0,3.5483
朝阳,2,2,105.15,middle,1,0,5.6111
朝阳,2,2,116.53,low,1,0,5.4064
朝阳,5,2,245.61,high,1,0,5.2523
朝阳,3,2,136.46,high,1,0,5.0565
朝阳,2,2,112.75,high,1,0,4.8781
朝阳,3,2,147.59,low,1,0,4.5735
朝阳,3,2,147.59,low,1,0,4.4041
朝阳,3,2,149.8,low,1,0,4.3392
朝阳,2,1,53.38,middle,1,0,6.1447
朝阳,3,1,111.36,middle,1,0,5.9268
朝阳,2,1,53.72,high,1,0,5.5846
朝阳,4,2,158.44,high,1,0,5.3649
朝阳,3,1,150.99,middle,1,0,5.2984
朝阳,2,1,56,low,1,0,5.8036
朝阳,3,1,68.2,high,1,0,5.7185
朝阳,3,1,68.32,low,1,0,5.7085
朝阳,2,1,100.22,high,1,1,5.9869
西城,1,1,46.79,low,0,1,9.6175
西城,1,1,46.79,high,0,1,9.6175
丰台,3,1,124,middle,1,0,3.7904
西城,3,1,122,high,1,0,10
西城,3,2,122,middle,1,0,9.0164
丰台,1,0,48.35,middle,1,0,4.757
丰台,3,2,137,middle,1,0,4.1971
海淀,3,1,96,high,0,0,8.3855
石景山,3,2,123.81,low,1,0,5.4923
石景山,2,1,91,high,0,0,4.9231
石景山,1,1,58,high,1,0,4.8276
石景山,1,1,71,middle,1,0,4.7747
石景山,2,2,88,low,1,0,4.7728
石景山,2,1,90.46,middle,0,0,4.7535
石景山,2,2,92,low,0,0,4.674
石景山,1,1,58,low,1,0,4.6552
石景山,1,2,72,high,1,0,4.5834
石景山,2,1,70.31,low,0,0,4.5229
石景山,1,1,71.78,low,1,0,4.4581
石景山,1,1,69.24,low,1,0,4.3328
石景山,2,2,95,low,1,0,4.2106
朝阳,2,1,54.01,middle,1,0,4.0734
朝阳,2,1,55,low,1,0,5.4546
朝阳,1,1,40.03,middle,1,0,4.8964
朝阳,2,1,57.44,high,1,0,4.7006
朝阳,1,1,42.2,middle,1,0,4.692
朝阳,2,1,58.29,high,1,0,4.3747
石景山,2,1,56.61,high,1,0,3.533
海淀,3,1,63.9,low,1,1,11.7371
海淀,3,1,68.7,middle,1,0,9.1704
海淀,3,1,68,high,1,1,8.3089
东城,1,1,38,middle,1,1,9.2106
东城,2,1,57.17,middle,1,1,7.7839
东城,2,1,56.45,low,1,1,7.706
东城,2,1,59.07,middle,1,1,7.6181
东城,3,1,72.37,middle,1,1,7.5999
东城,1,1,36,low,1,0,9.5834
东城,2,1,56.6,high,1,0,8.834
东城,3,1,59,middle,1,0,8.7797
东城,2,1,52.54,middle,1,0,8.7553
东城,3,1,59.57,high,1,0,8.7293
东城,2,1,52.56,middle,1,0,8.6568
西城,3,1,69.1,high,1,1,12.3011
朝阳,3,1,75.04,high,0,0,4.5976
朝阳,1,1,58.59,high,0,0,4.011
朝阳,2,1,80.37,middle,0,0,3.9194
朝阳,1,1,59.01,middle,0,0,4.2366
朝阳,2,1,64,high,1,0,4.1407
朝阳,2,1,109.26,high,1,0,4.1187
朝阳,1,1,60.33,low,0,0,4.061
朝阳,1,1,60.33,low,0,0,3.9782
石景山,1,1,100,low,0,0,5.5
石景山,2,1,72,middle,1,0,4.1667
石景山,3,1,110,middle,1,0,4.091
石景山,2,1,78,middle,1,0,3.8462
石景山,2,1,89,middle,1,0,3.4832
丰台,2,1,58.88,low,1,0,3.9063
丰台,2,1,58.51,middle,1,0,3.8285
丰台,2,1,64.62,middle,1,0,3.7914
丰台,2,1,69.71,high,1,0,3.7011
丰台,2,1,85.48,low,1,0,3.6266
丰台,3,1,79.75,high,1,0,3.6113
丰台,1,1,50.3,low,1,0,3.4792
丰台,2,1,66.81,low,1,0,3.4726
丰台,1,1,46,middle,1,0,4.0218
丰台,2,1,59.41,middle,1,0,4.0061
丰台,2,1,63.83,middle,1,0,3.9637
丰台,2,1,59.58,middle,1,0,3.9443
丰台,1,1,49.69,low,1,0,3.9244
丰台,2,1,61.5,middle,1,0,3.9025
丰台,1,1,50.14,middle,1,0,3.8892
丰台,2,1,71.88,middle,1,0,3.645
丰台,1,1,49.69,high,1,0,3.381
丰台,1,1,60,low,1,0,3.3334
东城,5,1,161.03,low,1,1,11.1781
海淀,2,1,54.69,middle,1,1,7.4054
海淀,2,1,61.3,middle,1,1,7.341
海淀,2,1,61.9,low,1,1,7.0275
海淀,2,1,58.5,high,1,1,7.0086
海淀,2,1,62.27,low,1,1,6.8733
海淀,1,1,51.9,high,1,1,6.5511
海淀,2,1,58.5,high,1,1,6.4958
海淀,2,1,90.41,low,1,1,6.1941
朝阳,1,1,58.52,low,1,0,6.2372
朝阳,3,2,135,low,1,0,5.926
朝阳,3,2,134.13,low,1,0,5.5767
丰台,2,1,133.88,high,1,0,5.6021
丰台,4,2,258.29,high,1,0,5.5365
丰台,3,2,162,middle,1,0,5.1976
丰台,3,2,161.47,low,1,0,4.9979
丰台,3,2,161.47,high,1,0,4.9979
朝阳,1,0,56.07,middle,1,0,5.8856
西城,1,1,72,middle,1,1,6.9445
西城,1,1,68.7,middle,1,1,6.2591
西城,3,2,155.87,middle,1,1,6.0949
西城,1,0,55.73,low,1,1,5.5626
西城,3,2,211.36,middle,1,1,5.4883
西城,1,1,57.1,low,1,1,5.254
西城,4,2,231.71,middle,1,1,5.1789
西城,2,1,102.92,middle,1,1,4.9748
西城,3,2,177.36,middle,1,1,4.1554
朝阳,5,3,198.75,low,1,1,7.0441
朝阳,4,2,205.87,low,1,1,7.0433
朝阳,5,3,199.83,middle,1,1,5.0043
海淀,1,1,70.86,low,1,1,9.1731
海淀,3,1,165.22,low,1,1,9.0789
海淀,3,1,119.06,high,1,1,9.0711
海淀,4,2,172,low,1,1,8.721
海淀,3,1,165.96,high,1,1,8.4358
海淀,2,2,105.37,low,1,1,8.0669
海淀,3,2,166,high,1,1,7.5302
海淀,3,2,165.96,low,1,1,7.4717
东城,2,1,50.56,high,1,1,11.4716
朝阳,2,1,69,low,1,0,5.8696
朝阳,2,1,69.06,low,1,0,5.6473
朝阳,2,1,82.1,high,1,0,5.3594
朝阳,3,1,88.27,middle,1,0,4.8148
朝阳,2,1,80.07,high,1,0,4.7459
朝阳,3,2,108.04,low,1,0,4.4984
朝阳,2,1,88.03,low,1,0,4.3736
朝阳,3,2,154.78,middle,1,0,4.1996
朝阳,3,1,89,low,0,0,3.5394
朝阳,1,1,48,low,0,0,3.125
朝阳,2,1,71.2,low,0,0,3.0197
朝阳,2,1,71,low,0,0,2.986
朝阳,3,2,130,low,1,0,6.5385
朝阳,3,2,130.1,low,1,0,6.3029
朝阳,3,2,120.87,high,1,0,6.0396
朝阳,2,1,87.29,high,1,0,5.9572
海淀,3,2,147,low,1,0,7.483
海淀,3,2,128,low,1,0,6.9532
